source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ELKFLLVU,case_jb_ultrapotent_2021,10.1101/2021.03.01.433110,33688650,,Ultrapotent miniproteins targeting the receptor-binding domain protect against SARS-CoV-2 infection and disease in mice.,2021,bioRxiv,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,EMVI3MCB,shen_h_novo_2025,10.1101/2025.03.26.645066,40196579,,De novo design of inducibly assembling multi-component filaments.,2025,bioRxiv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,EN3TNHYU,xie_targeting_2025,10.1038/s41586-024-08421-w,,,Targeting FOXM1 condensates reduces breast tumour growth and metastasis,2025,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,EQUWMUNI,zhang_identification_2025,10.1186/s12915-025-02132-y,39871281,,Identification of Epinastine as CD96/PVR inhibitor for cancer immunotherapy.,2025,BMC biology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,ERFWX4FY,machine_learning_small_molecules_enzymes_anishchenko_i_modeling_2025,10.1073/pnas.2427161122,41187076,,Modeling protein-small molecule conformational ensembles with PLACER,2025,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ERTFQCNK,chowdhury_single-sequence_2022,10.1038/s41587-022-01432-w,,,Single-sequence protein structure prediction using a language model and deep learning,2022,Nature Biotechnology,protein/peptide language model,sequence-conditioned generation,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,ET7FKSI5,lyu_identification_2021,10.1021/acs.jcim.0c00961,33656342,,Identification of Phelligridin-Based Compounds as Novel Human CD73 Inhibitors.,2021,Journal of chemical information and modeling,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,EW0UQWVO,fang_knowledge_2023,10.1038/s42256-023-00654-0,,,Knowledge graph-enhanced molecular contrastive learning with functional prompt,2023,Nature Machine Intelligence,protein/peptide language model,sequence-conditioned generation,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,EZ4E74LB,sui_integrative_2023,10.1186/s13046-023-02612-5,36850011,,Integrative analysis of bulk and single-cell gene expression profiles to identify tumor-associated macrophage-derived CCL18 as a therapeutic target of esophageal squamous cell carcinoma.,2023,Journal of experimental & clinical cancer research : CR,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,F44R6C9X,chang_blocking_2015,10.1002/anie.201506225,,,Blocking of the PD-1/PD-L1 Interaction by a D-Peptide Antagonist for Cancer Immunotherapy,2015,Angewandte Chemie International Edition,D-peptide or chirality-aware design,chirality-aware design/search,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:AI药物设计_蛋白与多肽,F5F5TQPE,chen_self-assembled_2025,10.1002/cbic.202400857,39814680,,Self-assembled Palmitic Acid-modified Thymopentin Functions as a Delivery System of Nanovaccine for Cancer Immunotherapy.,2025,Chembiochem : a European journal of chemical biology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,F6R4XSH8,zhu_dual_2018,10.1016/j.canlet.2017.10.043,29104145,,The dual effects of a novel peptibody on angiogenesis inhibition and M2 macrophage polarization on sarcoma.,2018,Cancer letters,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,F6UUSFKY,brunette_tj_modular_2020,10.1073/pnas.1908768117,32245816,,Modular repeat protein sculpting using rigid helical junctions,2020,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,F730GVN3,kacen_post-translational_2023,10.1038/s41587-022-01464-2,,,Post-translational modifications reshape the antigenic landscape of the MHC I immunopeptidome in tumors,2023,Nature Biotechnology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FC5AP2TC,wei_ky_computational_2020,10.1073/pnas.1914808117,32188784,,Computational design of closely related proteins that adopt two well-defined but structurally divergent folds,2020,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:miniprotein design,FD2Q5R6Z,ragotte_rj_designed_2025,10.1016/j.celrep.2025.115760,40450691,,Designed miniproteins potently inhibit and protect against MERS-CoV,2025,Cell Rep,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,FEZDZKQW,an_l_novo_2023,10.1101/2023.12.20.572602,38187589,,De novo design of diverse small molecule binders and sensors using Shape Complementary Pseudocycles.,2023,bioRxiv,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FF4V8LYV,passaro_boltz-2_2025,10.1101/2025.06.14.659707,,,Boltz-2: Towards Accurate and Efficient Binding Affinity Prediction,2025,bioRxiv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FFXHBHGQ,zhang_advances_2025,10.1186/s12943-025-02305-x,,,"Advances in cancer immunotherapy: historical perspectives, current developments, and future directions",2025,Mol Cancer,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FJBRZKRX,rettie_accurate_2025,10.1038/s41589-025-01929-w,,,Accurate de novo design of high-affinity protein-binding macrocycles using deep learning,2025,Nature Chemical Biology,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FLPPWOLK,jiang_pharmacophoric-constrained_2023,10.1038/s42004-023-00857-x,,,Pharmacophoric-constrained heterogeneous graph transformer model for molecular property prediction,2023,Communications Chemistry,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FLY7ANYZ,advani_cd47_2018,10.1056/NEJMoa1807315,,,CD47 Blockade by Hu5F9-G4 and Rituximab in Non-Hodgkin's Lymphoma,2018,N Engl J Med,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FMBIDNCY,li_4-hydroxyisoleucine_2022,10.1016/j.crphar.2022.100127,36568272,,4-Hydroxyisoleucine inhibits tumor growth by triggering endoplasmic reticulum stress and autophagy.,2022,Current research in pharmacology and drug discovery,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FN3ANCL8,madani_large_2023,10.1038/s41587-022-01618-2,,,Large language models generate functional protein sequences across diverse families,2023,Nature Biotechnology,protein/peptide language model,sequence-conditioned generation,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FQX2XTJ7,wang_intelligent_2022,10.1021/acsami.2c02925,35549005,,Intelligent Biomimetic Nanoplatform for Systemic Treatment of Metastatic Triple-Negative Breast Cancer via Enhanced EGFR-Targeted Therapy and Immunotherapy.,2022,ACS applied materials & interfaces,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,FRFY0EFS,hudson_can_2023,10.1038/s41577-023-00835-3,,,Can we predict T cell specificity with digital biology and machine learning?,2023,Nature Reviews Immunology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,FUGDHA4D,koga_n_role_2021,10.1038/s41467-021-24050-7,34168113,,Role of backbone strain in de novo design of complex α/β protein structures.,2021,Nat Commun,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:PD-wiki_多肽从头设计工具方法综述,FWD7WL66,zhao_tryptophan_2021,10.1016/j.apsb.2021.03.009,,,"Tryptophan 2,3-dioxygenase 2 controls M2 macrophages polarization to promote esophageal squamous cell carcinoma progression via AKT/GSK3beta/IL-8 signaling pathway",2021,Acta Pharm Sin B,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,G3TSIVRB,yang_w_past_2026,10.1038/s41586-026-10328-7,42056544,,"The past, present and future of de novo protein design",2026,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,GFNDHZY7,bethel_np_precisely_2023,10.1038/s41557-023-01314-x,37667012,,Precisely patterned nanofibres made from extendable protein multiplexes,2023,Nat Chem,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,GI4BQLRK,gregorio_ne_stimuli-triggered_2026,10.1016/j.celbio.2025.100239,41909827,,Stimuli-triggered formation of de novo-designed protein biomaterials.,2026,Cell Biomater,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,GJ4NRYDR,nanoparticles_antibodies_divine_r_designed_2021,10.1126/science.abd9994,33795432,,Designed proteins assemble antibodies into modular nanocages,2021,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,GUYZRRBL,minibinders_wang_x_novo_2025,10.1002/adma.202500872,40489013,,De Novo Design of Integrin α5β1 Modulating Proteins to Enhance Biomaterial Properties,2025,Adv Mater,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,H5YV5GF9,peng_characterizing_2023,10.1038/s42256-023-00634-4,,,Characterizing the interaction conformation between T-cell receptors and epitopes with deep learning,2023,Nature Machine Intelligence,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,H8EBSP14,he_pdl1binder_2022,10.3389/fmicb.2022.928774,,,PDL1Binder: Identifying programmed cell death ligand 1 binding peptides by incorporating next-generation phage display data and different peptide descriptors,2022,Front Microbiol,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,HA4XF84S,shi_screening_2022,10.1007/s11427-021-1944-5,34236583,,Screening and identification of HLA-A2-restricted neoepitopes for immunotherapy of non-microsatellite instability-high colorectal cancer.,2022,Science China. Life sciences,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,HBDBCPWL,wang_x_novo_2024,10.1101/2024.06.21.600123,38979380,,De Novo Design of Integrin α5β1 Modulating Proteins for Regenerative Medicine.,2024,bioRxiv,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:miniprotein design,HBJNMSLD,edin_muratspahic_novo_2026,10.1038/s41586-026-10656-8,42168559,,De novo design of miniproteins targeting GPCRs,2026,Nature,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,HFJQ8R9Y,zhai_artificial_2025,10.1016/j.drudis.2025.104300,,,Artificial intelligence in peptide-based drug design,2025,Drug Discovery Today,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,HGHY6ZUY,salveson_pj_expansive_2024,10.1126/science.adk1687,38662830,,Expansive discovery of chemically diverse structured macrocyclic oligoamides.,2024,Science,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:binder design,HGSUELUX,zhang_jz_novo_2026,10.1016/j.chembiol.2026.02.008,41819089,,De novo design of Ras isoform selective binders,2026,Cell Chem Biol,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:cyclic peptide design; zotero_query:peptide design,HHPV1WW7,rettie_cyclic_2023,10.1101/2023.02.25.529956,,,Cyclic peptide structure prediction and design using AlphaFold,2023,bioRxiv,AlphaFold/ColabDesign cyclic peptide design,AlphaFold-guided cyclic peptide sequence/structure optimization,cyclic peptide scaffold or target/binder context,cyclic peptide sequences and predicted structures,public GitHub repository and notebooks to verify,https://github.com/sokrypton/ColabDesign,AlphaFold/ColabDesign dependencies; verify local model source,not checked,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,HLD229NR,praetorius_f_design_2023,10.1126/science.adg7731,37590357,,Design of stimulus-responsive two-state hinge proteins,2023,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,HRRL9NWY,zou_z_novo_2025,10.1038/s41929-025-01436-0,41282371,,De novo design and evolution of an artificial metathase for cytoplasmic olefin metathesis.,2025,Nat Catal,,,,,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:AI药物设计_蛋白与多肽,HS5W34PU,baek_m_protein_2021,10.1002/prot.26197,34324224,,Protein oligomer modeling guided by predicted interchain contacts in CASP14,2021,Proteins,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,I0RABXHY,hellinger_peptidomics_2023,10.1038/s43586-023-00205-2,,,Peptidomics,2023,Nature Reviews Methods Primers,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,I6ESBC7D,ellrott_classification_2025,10.1016/j.ccell.2024.12.002,,,Classification of non-TCGA cancer samples to TCGA molecular subtypes using compact feature sets,2025,Cancer Cell,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,IAADWHHA,shunzhi_wang_novo_2026,10.1038/s41586-026-10464-0,42162421,,De novo design of quasisymmetric two-component protein cages,2026,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,IDIBC3A2,harkos_using_2025,10.1038/s41568-025-00796-w,,,Using mathematical modelling and AI to improve delivery and efficacy of therapies in cancer,2025,Nature Reviews Cancer,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,IFCTGJ74,bhardwaj_g_accurate_2022,10.1016/j.cell.2022.07.019,36041435,,Accurate de novo design of membrane-traversing macrocycles.,2022,Cell,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,IQDDE7T6,methods_nanoparticles_lab-led_sheffler_w_fast_2023,10.1371/journal.pcbi.1010680,37216343,,Fast and versatile sequence-independent protein docking for nanomaterials design using RPXDock,2023,PLoS Comput Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,IT7LQC8S,misc_methods_rosetta_boyken_se_novo_2019,10.1126/science.aav7897,31097662,,"De novo design of tunable, pH-driven conformational changes",2019,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,IVXFZTJV,zhou_repositioning_2020,10.1186/s12964-020-00638-2,32894141,,Repositioning liothyronine for cancer immunotherapy by blocking the interaction of immune checkpoint TIGIT/PVR.,2020,Cell communication and signaling : CCS,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,IYYZPJI4,zhung_3d_2024,10.1038/s41467-024-47011-2,,,3D molecular generative framework for interaction-guided drug design,2024,Nature Communications,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,IZPEWFF6,su_targeted_2023,10.1002/anie.202218128,36647763,,Targeted Degradation of PD-L1 and Activation of the STING Pathway by Carbon-Dot-Based PROTACs for Cancer Immunotherapy.,2023,Angewandte Chemie (International ed. in English),,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J2D3MJUC,jaroszewicz_phage_2022,10.1093/femsre/fuab052,,,Phage display and other peptide display technologies,2022,FEMS Microbiol Rev,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J2HDMTRA,wang_cd47sirp_2020,10.1136/jitc-2020-000905,,,CD47/SIRPα blocking peptide identification and synergistic effect with irradiation for cancer immunotherapy,2020,Journal for ImmunoTherapy of Cancer,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J2V7062H,gao_hierarchical_2023,10.1038/s41467-023-36736-1,,,Hierarchical graph learning for protein–protein interaction,2023,Nature Communications,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J35CSGND,vaccines_nanoparticles_methods_hiv_lab-led_ueda_g_tailored_2020,10.7554/elife.57659,32748788,,Tailored design of protein nanoparticle scaffolds for multivalent presentation of viral glycoprotein antigens,2020,Elife,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J3IJ8MWD,zhao_identification_2021,10.1111/cbdd.13867,33993620,,Identification of novel P2X7R antagonists by using structure-based virtual screening and cell-based assays.,2021,Chemical biology & drug design,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J84H7VNA,nguyen_sequence_2024,10.1126/science.ado9336,,,Sequence modeling and design from molecular to genome scale with Evo,2024,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,J8FL29Q2,baek_accurate_2021,10.1126/science.abj8754,,,Accurate prediction of protein structures and interactions using a three-track neural network,2021,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,J9YW359B,gupta_design_2022,10.34133/2022/9783197,,,Design of Protein Segments and Peptides for Binding to Protein Targets,2022,BioDesign Research,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,JJSJ8Q9X,favor_a_novo_2025,10.1101/2025.10.01.679929,41256432,,De novo design of RNA and nucleoprotein complexes.,2025,bioRxiv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:peptide design,JL8MQZKQ,chen_design_2026,10.1016/j.xcrm.2025.102568,41570818,,Design of a bispecific peptide-nanozyme conjugate for cancer immunotherapy.,2026,Cell reports. Medicine,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,JWRV5TFH,sahtoe_dd_reconfigurable_2022,10.1126/science.abj7662,35050655,,Reconfigurable asymmetric protein assemblies through implicit negative design,2022,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,JXUCNA85,fu_enhancing_2023,10.1002/ctm2.1320,37403792,,Enhancing the anticancer immune response with the assistance of drug repurposing and delivery systems.,2023,Clinical and translational medicine,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,K3PIANFG,zhang_universal_2023,10.1038/s41598-023-46382-8,,,A universal framework for accurate and efficient geometric deep learning of molecular systems,2023,Scientific Reports,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
